UserId|Address|TotalQuantity|TotalValue|StDevQuantity|StDevValue|AvgTimeDelta|Recency|UniqueTransactionId|UniqueItemId|UniqueLocation|UniqueProductCategory|TotalQuantityperUniqueTransactionId|TotalQuantityperUniqueItemId|TotalQuantityperUniqueLocation|TotalQuantityperUniqueProductCategory|TotalValueperUniqueTransactionId|TotalValueperUniqueItemId|TotalValueperUniqueLocation|TotalValueperUniqueProductCategory|PredictedResult
13195054|D053|162.0|14200.2802734375|5.599999904632568|421.95001220703125|0.0|16.0|5.0|62.0|1.0|8.0|27.0|2.569999933242798|81.0|18.0|2366.7099609375|225.39999389648438|7100.14013671875|1577.81005859375|0
13219006|D062|2.0|200.0|0.0|0.0|0.0|31.0|1.0|2.0|1.0|1.0|1.0|0.6700000166893005|1.0|1.0|100.0|66.66999816894531|100.0|100.0|1
99091017|D056|32.0|7541.33984375|0.7599999904632568|364.8800048828125|1.0|27.0|4.0|26.0|2.0|6.0|6.400000095367432|1.190000057220459|10.670000076293945|4.570000171661377|1508.27001953125|279.30999755859375|2513.780029296875|1077.3299560546875|0
13272921|D031|333.0|46732.37890625|1.2100000381469727|171.72000122070312|0.0|10.0|44.0|134.0|1.0|8.0|7.400000095367432|2.4700000286102295|166.5|37.0|1038.5|346.1700134277344|23366.189453125|5192.490234375|0
13105086|D059|46.0|2784.800048828125|3.359999895095825|84.37999725341797|3.0|2.0|13.0|8.0|1.0|3.0|3.2899999618530273|5.110000133514404|23.0|11.5|198.91000366210938|309.4200134277344|1392.4000244140625|696.2000122070312|0
13186520|C001|48.0|13102.330078125|0.6100000143051147|236.13999938964844|1.0|0.0|19.0|22.0|1.0|6.0|2.4000000953674316|2.0899999141693115|24.0|6.860000133514404|655.1199951171875|569.6699829101562|6551.16015625|1871.760009765625|0
35095738|D063|45.0|3469.050048828125|0.5400000214576721|65.29000091552734|1.0|0.0|9.0|37.0|1.0|7.0|4.5|1.1799999475479126|22.5|5.619999885559082|346.8999938964844|91.29000091552734|1734.52001953125|433.6300048828125|0
77014984|C001|4.0|494.29998779296875|0.0|12.9399995803833|0.0|42.0|1.0|2.0|1.0|1.0|2.0|1.3300000429153442|2.0|2.0|247.14999389648438|164.77000427246094|247.14999389648438|247.14999389648438|1
35091519|D006|90.0|5522.18017578125|11.0|352.0899963378906|2.0|6.0|8.0|20.0|2.0|7.0|10.0|4.289999961853027|30.0|11.25|613.5800170898438|262.9599914550781|1840.72998046875|690.27001953125|0
13260018|D013|5.0|830.1199951171875|0.4099999964237213|198.02000427246094|2.0|8.0|3.0|6.0|1.0|5.0|1.25|0.7099999785423279|2.5|0.8299999833106995|207.52999877929688|118.58999633789062|415.05999755859375|138.35000610351562|1
03074407|D012|12.0|2118.39990234375|1.25|409.010009765625|6.0|12.0|3.0|7.0|1.0|4.0|3.0|1.5|6.0|2.4000000953674316|529.5999755859375|264.79998779296875|1059.199951171875|423.67999267578125|1
35058989|D007|66.0|7206.35986328125|1.4299999475479126|145.47999572753906|1.0|16.0|6.0|47.0|1.0|9.0|9.430000305175781|1.3799999952316284|33.0|6.599999904632568|1029.47998046875|150.1300048828125|3603.179931640625|720.6400146484375|0
13028149|D007|2.0|775.0|0.0|95.45999908447266|4.0|23.0|2.0|2.0|2.0|2.0|0.6700000166893005|0.6700000166893005|0.6700000166893005|0.6700000166893005|258.3299865722656|258.3299865722656|258.3299865722656|258.3299865722656|1
13215673|S003|18.0|980.3400268554688|2.069999933242798|104.83000183105469|0.0|19.0|1.0|12.0|1.0|5.0|9.0|1.3799999952316284|9.0|3.0|490.1700134277344|75.41000366210938|490.1700134277344|163.38999938964844|1
13157390|D016|126.0|7395.5400390625|21.110000610351562|544.02001953125|3.0|3.0|11.0|14.0|1.0|6.0|10.5|8.399999618530273|63.0|18.0|616.2999877929688|493.0400085449219|3697.77001953125|1056.510009765625|0
35072364|D060|62.0|5775.419921875|1.2300000190734863|118.45999908447266|1.0|2.0|12.0|37.0|2.0|7.0|4.769999980926514|1.6299999952316284|20.670000076293945|7.75|444.260009765625|151.97999572753906|1925.1400146484375|721.9299926757812|0
13028887|D061|462.0|33055.91015625|5.050000190734863|225.25|0.0|8.0|14.0|145.0|2.0|13.0|30.799999237060547|3.1600000858306885|154.0|33.0|2203.72998046875|226.41000366210938|11018.6396484375|2361.139892578125|0
13034718|D062|5.0|787.4600219726562|2.119999885559082|500.25|0.0|19.0|1.0|2.0|1.0|2.0|2.5|1.6699999570846558|2.5|1.6699999570846558|393.7300109863281|262.489990234375|393.7300109863281|262.489990234375|1
13235734|D074|92.0|6229.85009765625|2.869999885559082|151.77999877929688|0.0|16.0|7.0|36.0|1.0|10.0|11.5|2.490000009536743|46.0|8.359999656677246|778.72998046875|168.3699951171875|3114.919921875|566.3499755859375|0
13027939|D062|154.0|10507.1904296875|2.619999885559082|149.80999755859375|0.0|20.0|10.0|79.0|3.0|9.0|14.0|1.9199999570846558|38.5|15.399999618530273|955.2000122070312|131.33999633789062|2626.800048828125|1050.719970703125|0
13249841|D016|4.0|750.0|0.0|198.25999450683594|0.0|25.0|1.0|4.0|1.0|1.0|2.0|0.800000011920929|2.0|2.0|375.0|150.0|375.0|375.0|1
35143268|D043|6.0|2170.68994140625|0.44999998807907104|506.4700012207031|1.0|52.0|2.0|5.0|1.0|4.0|2.0|1.0|3.0|1.2000000476837158|723.5599975585938|361.7799987792969|1085.3399658203125|434.1400146484375|1
13237663|D063|21.0|1382.0|1.059999942779541|80.61000061035156|0.0|72.0|1.0|8.0|1.0|1.0|10.5|2.3299999237060547|10.5|10.5|691.0|153.55999755859375|691.0|691.0|1
12145109|D072|175.0|16057.2900390625|1.0399999618530273|135.4199981689453|0.0|13.0|7.0|99.0|2.0|11.0|21.8799991607666|1.75|58.33000183105469|14.579999923706055|2007.1600341796875|160.57000732421875|5352.43017578125|1338.1099853515625|0
13120447|D053|113.0|8200.0703125|2.509999990463257|151.64999389648438|1.0|3.0|17.0|47.0|1.0|9.0|6.28000020980835|2.3499999046325684|56.5|11.300000190734863|455.55999755859375|170.8300018310547|4100.0400390625|820.010009765625|0
13195215|D062|292.0|58596.609375|0.9100000262260437|334.6199951171875|0.0|9.0|7.0|183.0|1.0|11.0|36.5|1.590000033378601|146.0|24.329999923706055|7324.580078125|318.4599914550781|29298.30078125|4883.0498046875|0
18100618|D059|7.0|557.0|0.4099999964237213|122.97000122070312|9.0|4.0|2.0|6.0|1.0|2.0|2.3299999237060547|1.0|3.5|2.3299999237060547|185.6699981689453|79.56999969482422|278.5|185.6699981689453|1
13168350|D059|33.0|9341.669921875|1.9500000476837158|931.2899780273438|3.0|3.0|8.0|13.0|1.0|5.0|3.6700000762939453|2.359999895095825|16.5|5.5|1037.9599609375|667.260009765625|4670.83984375|1556.93994140625|0
13250473|D076|26.0|1680.469970703125|1.1799999475479126|53.18000030517578|1.0|28.0|5.0|14.0|1.0|6.0|4.329999923706055|1.7300000190734863|13.0|3.7100000381469727|280.0799865722656|112.02999877929688|840.239990234375|240.07000732421875|1
13172026|D027|19.0|1056.0|0.9700000286102295|80.80999755859375|3.0|16.0|3.0|13.0|2.0|4.0|4.75|1.3600000143051147|6.329999923706055|3.799999952316284|264.0|75.43000030517578|352.0|211.1999969482422|1
